Material;Texto breve material
4004470;BRASART 320MG C/30CP SGF                
4004471;SINVASTATINA 20MG C/60CP MEDLEY         
4004480;LABEL 150MG C/20CP ACHE                 
4004481;VITAWIN VITA 10ML                       
4004491;NITRENDIPINO - GEN 20MG 30CPR           
4004500;ALOIS 10MG C/30CP                       
4004510;RABEPRAZOL SODICO 20MG C/28CP           
4004520;PANTOPRAZOL 40MG C/42CP (MDG)           
4004530;SEPURIN C/20DRAGEAS (GRS)               
4004540;TEFIN 1 PC CREME C/20G                  
4004550;NIMESULIDA 50 MG/ML SUS OR FR 15 ML     
4004551;TREZOR 5MG 30CP                         
4004560;TAMARINE GELEIA ZERO ACUCAR 250G        
4004561;TAMARINE GELEIA ZERO ACUCAR 150G        
4004563;FENTIZOL SPRAY 20MG 30ML (ACH)          
4004564;CEFALEXINA 500MG C/8CP (MDG)            
4004565;PROTOPIC POMADA DERM 0,1PC C/30G (LEO)  
4004566;NEOLINCO 600MG C/1APX2ML (NQF)          
4004570;BIO VAGIN 40G 10APL                     
4004571;CITTA 20MG 28CP                         
4004573;RITMONEURAN 20CAP                       
4004574;FORXIGA 10MG 30CP                       
4004581;TRILAX C/30CP (HEX)                     
4004582;MARACUGINA 90MG/ML SOL 100ML (HCH)      
4004583;LEVEL C/63CP (BLB)                      
4004584;COBAPETIT 0,8MG/ML+4MG/GX100ML          
4004586;HIDROCORTISONA TEUTO 1% CRM 15G         
4004590;ETNA C/20 CP GROSS                      
4004591;DONAREN RETARD 150MG C/30CP C1 (ASP)    
4004594;TYLIDOL 750MG 50BLX C/4CP               
4004595;BUDECORT AQUA SPY 64MG C/8,5ML (JJO)    
4004596;BUDECORT AQUA SPY 32MG C/8,5ML (JJO)    
4004599;PHARMATON 50+ 30CAP                     
4004601;FIBRINASE C/CLORAFENICOL 30G (SUP)      
4004620;OXOTRON 60MG C/30CP (ACH)               
4004621;PROTOPIC POMADA 0,03PC C/10G (LEO)      
4004626;GYNO-ICADEN CREME VAG C/40G (BAY)       
4004630;ADIPEPT 40MG C/ 28CP                    
4004640;MARACUGINA C/20CP HYPERMARCAS           
4004641;METAMUCIL NATURAL 210G                  
4004651;LABIRIN 24MG C/60CP                     
4004652;EZETROL 10MG 30CP                       
4004653;EZETIMIBA 10MG 30CP                     
4004660;PHARMATON COMPLEX 60CAP                 
4004661;PHARMATON COMPLEX 100CAP                
4004662;PHARMATON COMPLEX 30CAP                 
4004664;METAMUCIL LARANJA 174G                  
4004665;NASOJET 9MG 50ML                        
4004679;MULTIGRIP C/20BLX 10CP                  
4004691;DESOL 200UI 10ML                        
4004692;FOLINE 60CP                             
4004694;HUMULIN 100UI 70N/30R 10ML              
4004700;SINOT 875MG 14CPR                       
4004701;ACEBROFILINA PED 5MG XPE FR 120ML TEUT  
4004720;FORASEQ 12/200MCG 60+60CP S/INAL NOVARTI
4004721;NISTATINA CR VAG 60G+14APLIC GEOLAB     
4004730;ICTUS 12,5MG 60CPR                      
4004753;CETOCONAZOL 200MG CX30CP-MEDLEY         
4004760;TAPAZOL 10MG C/50CP                     
4004770;ACETILCISTEINA 600MG 16EVX5G            
4004771;ACETILCISTEINA XPE ADT C/120ML          
4004773;ATORVASTATINA 10MG C/30CP               
4004774;BROMOPRIDA GTS 4MG C/20ML               
4004775;CETOCONAZOL 200MG C/10CP                
4004776;CETOCONAZOL SHAMPOO C/100ML             
4004777;DESLORATADINA XPE C/100ML               
4004778;DESLORATADINA XPE C/60ML                
4004779;DESONIDA CREME 0,5MG C/30G              
4004780;DEXCLORFENIRAMINA+BETAMETAS.XPE 120ML   
4004781;DICLOFENACO DE POTASSIO 50MG C/10CP     
4004782;DICLOFENACO DE SODICO 50MG C/20CP       
4004783;DIPIRONA SODICA 500MG C/24BLX10CP       
4004784;DOMPERIDONA 10MG C/60CP                 
4004785;DROSPIRENONA+ETINILEST 3MG C/21CP       
4004786;DROSPIRENONA+ETNIL 3/0.02MG 24 COMP     
4004787;GABAPENTINA 600MG C/27CP                
4004788;HIDROQUINONA+TRET+FLUO CREME 30G        
4004795;AMOXICILINA+CLAV 875+125MG C/20CP       
4004800;DOMPERIX 1MG/ML 100ML - EURO            
4004810;IBUVIX 300MG 20CP GEOLAB                
4005012;LACTO-PURGA C/25BLX6CP (HCH)            
4005023;ARTROGEN DUO C/30SAX11G (ACH)           
4005050;ALCACHOFRA MILIAN 200MG C/120CP (MUL)   
4005060;ADDERA D3 3.300UI GOTAS C/20ML (HPP)    
4005071;MARACUJÃ CONCETRIX 100ML CX60           
4005072;GLIANSOR 2MG 30CP                       
4005073;GLIANSOR 4MG 30CP CX60                  
4005074;ACECLO-GRAN 100MG 12COMP CX48           
4005075;IODEX 28G                               
4005076;KOMBIGLYZE XR 5MG/1000MG 30CP           
4005077;CIMETIDINA 200MG 20CP CX100             
4005078;DOSS 2000UI 30CAPS                      
4005079;ISOVIT 75MG 60CP                        
4005080;TROK N POM 30G                          
4005081;AMBROXOL-EXPECTUSS PED 100ML            
4005084;NOVANLO 5MG 30CPR                       
4005090;IBUPROTRAT SUSPENSÃO 30ML CX100         
4005091;BETRICORT CREME 30G CX60 GEOLAB         
4005092;LIPANON RETARD 250MG 30CP FARMASA       
4005093;STILNOX CR 6,25MG 20CP SANOFI           
4005094;ITRASPOR 15CP                           
4005095;ELÃ 3 MG 21CP CX48                      
4005096;CIMETIDINA 200MG 10CP CX100             
4005097;PRESS PLUS 5/20MG 30CP                  
4005098;LITOCIT 10MG 60CP CX24                  
4005099;VOMISTOP 10ML CX216                     
4005100;A SAUDE DA MULHER 150ML                 
4005111;NEBILET 5MG 30 COMPRIMIDOS PBM (BLB)    
4005112;NEBILET 5MG 60 COMPRIMIDOS PBM (BLB)    
4005114;ARADOIS H 50/12,5MG C/ 90 CP (BLB)      
4005201;ACETILCIST 100MG/ML 10PC C/5APX3ML (UQG)
4005202;AH-ZUL 50MG C/4CP (LGD)                 
4005203;AMOXICILINA 500MG C/15CP (MUG)          
4005204;AMOXICILINA 500MG C/21CP (MUG)          
4005205;AMPICILINA 500MG C/10CAPS (MUG)         
4005206;ANLODIPINO 5MG C/30CP (TEG)             
4005207;APETIVITON BC XPE C/240ML (CFS)         
4005208;APRESOLINA 25MG C/20CP (NVT)            
4005209;ASPIRINA ADT 500MG C/10BLX10CP BYO)     
4005210;AZITROMICINA 500MG C/3CP (GLG)          
4005211;AZORGA SUSP OFTAL C/5ML (ALC)           
4005212;BENECTRIN SUSP C/100ML (LGD)            
4005213;BETAPROSPAN 5MG+2MG/ML+1AMP+SER+AGU(UQF)
4005214;BETRICORT POM C/30G (GLF)               
4005216;BROMETO IPRATROPIO SOL P/INAL 20ML(TEG) 
4005217;BUPROVIL 600MG C/20CP (MUL)             
4005218;BUPROVIL 600MG C/30CP (MUL)             
4005219;BUPROVIL GOTAS 30ML (MUL)               
4005220;CAPTOPRIL 25MG C/30CP (TEG)             
4005221;CEFALEXINA 250MG/5ML C/100ML (TEG)      
4005222;CELERG XPE C/120ML (LGD)                
4005223;CENEVIT 1G EFERV C/10CP LAR (LGD)       
4005224;CETOCONAZOL CREME C/30G (EMG)           
4005225;CETOPROFENO 20MG/ML GTS C/20ML (TEG)    
4005226;CIPROFLOXACINO 500MG C/14CP (MUG)       
4005227;CLORETO DE MAGNESIO C/33G (UNP)         
4005228;COLIRIO LEGRAND C/20ML (LGD)            
4005229;COLIRIO TEUTO C/20ML (TEU)              
4005231;DELTAMETRIL SHAMPOO 100ML (MED)         
4005232;DEXAVISON COLIRIO C/5ML (TEU)           
4005233;DIFEBRIL GOTAS C/20ML (CIFS)            
4005235;DIPIMED GTS 10ML (MED)                  
4005236;DIPIRONA MONOID 500MG C/30CP (MDG)      
4005237;DIPIRONA SODICA 500MG 20ML GTS (TEG)    
4005238;DORICIN 30COMPRIMIDOS (EMS)             
4005239;FLORENT 200 PO C/4EVX1G (CFS)           
4005240;FLUCOCIN 150MG C/1CP (EMS)              
4005241;FLUCONAZOL 150MG C/2CP (MDG)            
4005242;GLIFAGE XR 1000MG C/30CP(MRK)           
4005251;HEXAMIDIDA+TETRACAINA 1MG/ML 50ML (BIG) 
4005252;IBUFLEX 400MG 2BLT C/4CP (LGD)          
4005253;IBUPROFENO 100MG GOTAS C/20ML (GLG)     
4005254;LESTALGYN 2MG/5ML+0,25/ML 120 ML(TEU)   
4005255;LEXIN 500MG C/10CP (TEU)                
4005256;LORATADINA 10MG C/12CP (BIG)            
4005257;LORATADINA 1MG/ML C/100ML (BIG)         
4005258;LOSARTANA POTASSICA 50MG C/30CP (GLG)   
4005259;LOSARTANA POTASSICA 50MG C/30CP (MUG)   
4005260;LOSARTANA POTASSICO 50MG C/60CP (TEG)   
4005261;LUFTAL GOTAS 30ML (REC)                 
4005262;MAGNOSTASE 2MG C1 C/12CP (NQF)          
4005263;MAXALGINA GTS C/10ML (NTF)              
4005264;MAXALGINA XPE INF C/100ML (NTF)         
4005265;MONOZOL 400MG C/1CP (LGD)               
4005266;NEOCOPAN C/20CP (NQO)                   
4005267;NEOCOPAN GTS C/20ML (NQO)               
4005268;NEOLEFRIN C/20CP (NQF)                  
4005269;NIMESULIDA 100MG C/12CP (LGE)           
4005270;NITAZOXANIDA 500MG 6 COMPRIMIDOS (NQG)  
4005271;NITAZOXANIDA 500MG 6COMPRIMIDOS (MDG)   
4005272;NORETISTERONA ENT+ESTR 1SEX1ML(EUG)     
4005274;OMEPRAZOL 20MG C/28CP (TEG)             
4005275;OMEPRAZOL 20MG C/56CP (TEG)             
4005276;OXYDERME POM C/60G (CFS)                
4005277;PARACETAMOL 750MG C/20CP (TEG)          
4005278;PARACETAMOL 750MG C/20CP (UQG)          
4005279;POLIMOXIL 250MG C/150ML (LGD)           
4005280;PREDNISOLONA 20MG C/10CP (BIG)          
4005281;PREDNISOLONA FOSF SOD C/120ML (BIG)     
4005282;PREDNISOLONA FOSF SOD C/60ML (BIG)      
4005283;QUADRIDERM POMADA 20G (HPP)             
4005284;RANITIDINA HCL 150MG C/20CP (TEG)       
4005285;RISPERIDONA 1MG C/30CP C1 (SAG)         
4005286;SECNIDAZOL 1000MG C/2CP (SAG)           
4005287;SECNIDAZOL 900MG C/30ML (EMG)           
4005288;SIMETICONA 75MG GTS 10ML (BIG)          
4005289;STARFOR C 1G C/10CP EFERV (NTF)         
4005290;TADALAFILA 20MG C/2CP (NQG)             
4005291;TORAGESIC 10MG C/10CP (SGF)             
4005292;VITER C 500MG C/20CP (NTF)              
4005293;VITER C CARAMELO GOTAS C/20ML (NTF)     
4005294;VITER C EFERVESCENTE 1G C/10CP (NTF)    
4005295;VOLTAREN 75MG C/5APX3ML (NVT)           
4005296;XAROPE GUACO S/ACUCAR C/150ML (NTF)     
4005297;ZYPRED SOL OFTAL C/3ML (ALL)            
4005298;ALBENTEL 40MG/ML SUS C/10ML (TEU)       
4005299;DEXASON 4MG C/10CP (TEU)                
4005300;PARACETAMOL GTS 15ML (TEG)              
4005312;ATENOLOL+CLORT 50/12,5MG 30CP           
4005325;PANTOPRAZOL 40MG 28CP                   
4005326;AFOPIC C/20CP (TEU)                     
4005342;CLONAZEPAM 2MG 30CP B1 NOVA QUIMICA     
4005345;MIND 10MG 30CP                          
4005350;AMIORON 200MG CX 20 COMP                
4005351;GABAPENTINA 300MG 30CP                  
4005352;MIORRELAX 30CP                          
4005353;BIOMAG 10MG C/60CP                      
4005354;BIOMAG 15MG C/60CP                      
4005355;NOVANLO 2,5MG 60 CP                     
4005361;PANTOPRAZOL 20MG 28CP SANDOZ            
4005362;TADALAFILA 20MG 2CP SANDOZ              
4005363;CIPROFIBRATO 100MG 30CP                 
4005371;DOSS 1000UI C/30CAP (BLB)               
4005372;DOSS 1000UI C/90CP (BLB)                
4005373;DOSS 50000UI 4CAPS                      
4005374;DOSS 1000UI 180CAPS                     
4005375;DOSS 7000UI 12CAPS                      
4005376;CLINDAMICINA 300MG 16CAPS (AC)          
4005378;AAS AS-MED INF 100MG 20CPR CX10         
4005379;ACICLOVIR CREME 10G (TEG)               
4005381;HELLEVA 80MG 10CPR                      
4005383;LANTUS SOL INJ 100UI 1APX10ML PBM       
4005385;ALL OMEGA 1000MG 60CAPS                 
4005388;ENALAPRIL-GEN 5MG 30CPR                 
4005389;DOSS 7000UI 4CP                         
4005390;EUTHYROX 125MCG C/50CP (MRK)            
4005391;CLOPIDOGREL-GEN 75MG 28CPR REV          
4005393;ATENOLOL-GEN 25MG 30CPR                 
4005394;ATENOLOL-GEN 50MG 30CPR                 
4005395;CETIRIZINA-GEN 10MG 12CPR REV           
4005396;ALBENDAZOL-GEN 400MG 1CPR MAST          
4005402;ARTICO 500MG+400MG 90CAP                
4005405;DOMPERIX 10MG 30 CPR                    
4005406;PANTOCAL 20 MG 28 CPR                   
4005407;PANTOCAL 40 MG 28 CPR                   
4005408;TRIMEB 200MG COM 30 CÃPSULAS            
4005409;TRIMEB 200MG COM 60 CÃPSULAS            
4005410;AZOX 20MG/ML SUS 100ML                  
4005411;AZOX 500MG 6CPR SAN                     
4005413;AZOX 20MG/ML SUS 45ML                   
4005420;TURNO 10MG 20CPR (B1)                   
4005421;ALTIVA 120MG 10CPR                      
4005422;ALTIVA 180MG 10CPR                      
4005423;BETINA 16MG 30CPR                       
4005424;BETINA 24MG 30CPR                       
4005425;HOLMES H 20mg + 12,5mg 30CPR            
4005426;HOLMES H 40mg + 12,5mg 30CPR            
4005427;HOLMES H 40mg + 25mg 30CPR              
4005428;MAQ 60CPR                               
4005429;MAQ SENIOR 60CPR                        
4005430;MAQ DERMA 30CASPULAS                    
4005431;PLAQ 75MG 30CPR                         
4005432;PRIMERA 20MCG 63CPR                     
4005434;STUB 0,4MG 30CAP                        
4005435;ALTA D 1.000 UI C/ 30 CP                
4005436;ALTA D 7.000 UI C/ 8 CP                 
4005438;BICERTO 150MG C/10 CPR                  
4005439;COGMAX 60 CÃPSULAS                      
4005440;ÃSIO 20MG 28CPR                         
4005441;ÃSIO 40MG 28CPR                         
4005442;PERLATTE 30 CPR                         
4005443;TÃMISA 20MCG 63CPR                      
4005444;TÃMISA 30MCG 63CPR                      
4005445;VAST 10MG 30CPR                         
4005446;VAST 20MG 30CPR                         
4005447;VAST 40MG 30CPR                         
4005448;VARTAZ 80MG 30CPR                       
4005449;ZART 50MG 30CPR                         
4005450;ZART H 50MG/12,5MG 30 CPR               
4005451;ZART H 100MG/25MG 30 CPR                
4005452;AIDE 3 SOL OR 10ML                      
4005453;AIDE 3 SOL OR 20ML                      
4005454;DEXFER 100MG SOL GOT 30ML MYR           
4005455;DEXFER 100MG SOL GOT 10ML MYR           
4005456;DEXFER 10MG SOL 100ML MYR               
4005457;DUOMO HP 60 CAPSULAS                    
4005458;MOLIERI 20 3+0,02MG 24 CPR              
4005459;MOLIERI 30 21 CP                        
4005460;PERGO 2MG/ML SOL OR 120ML CL GEO        
4005461;PERIVASC 450MG 30 CPR                   
4005462;PERIVASC 450MG 60 CPR                   
4005471;MELHORAL ADULTO C/25BLX8CP (HCH)        
4005472;LAMOTRIGINA 100MG 30CP (TEG)            
4005480;PREDNISONA 20MG CPR. CX 10 BIOSSINTETICA
4005481;DIMETICONA 40MG CPR. CX 20 EMS          
4005482;RANITIDINA 150 MG 20CP GEN LEGRAND      
4005483;DICOLORIDRATO DE HIDROXIZINA 2ML LEGRAND
4005490;VALSARTANA 320MG CO-REV BL X 3 X 10 EMS 
4005491;ROSUVASTATINA 10MG CO-REV CX 30 EMS     
4005492;CEFALEXINA 50MG/ML SUSP. FR 100ML EUROFA
4005493;TADALAFILA 5MG CO-REV CX 30 LEGRAND     
4005494;HIDROCLOROTIAZIDA 25MG CPR. CX 30 LEGRAN
4005495;LOSARTANA 50MG CO-REV CX 30 LEGRAND     
4005497;TADALAFILA 20MG CO-REV CX 4 NEO QUIMICA 
4005498;ROSUVASTATINA 20 MG 30CP SANDOZ         
4005499;CLOPIDOGREL 75MG CO-REV CX 14 SANDOZ    
4005501;TADALAFILA 20MG CO-REV CX 2 LEGRAND     
4005502;CETOPROFENO 150MG CPR CX 10 MEDLEY      
4005503;FLUCONAZOL 150MG CAP. CX 1 MEDLEY       
4005504;CLONAZEPAM 0.5MG CPR. CX 30 MEDLEY      
4005510;PANTOPRAZOL 40MG CO-REV CX 28 MEDLEY    
4005511;GLIBENCLAMIDA 5MG CPR. CX 60 MEDLEY     
4005512;PROPRANOLOL 10MG CPR. CX 30 MEDLEY      
4005513;CLONAZEPAM 2MG CPR. CX 60 MEDLEY        
4005536;LEVOTIROXINA 100MCG CPR. CX 30 MERCK    
4005539;SECNIDAZOL 1000MG CPR. CX 4 TEUTO       
4005541;AMITRIPTILINA 25MG CO-REV CX 30 TEUTO   
4005550;CIPROFLOXACINO 500MG CO-REV CX 14 TEUTO 
4005553;FLUOXETINA 20MG CAP CX 30 TEUTO         
4005554;PANTOPRAZOL-GEN 20MG 28CPR REV          
4005555;PANTOPRAZOL-GEN 40MG 28CPR REV          
4005556;HIDROCLOROTIAZIDA 25MG CPR. CX 30 TEUTO 
4005558;MELOXICAM 15MG CPR. CX 10 TEUTO         
4005561;ALBENDAZOL 40MG/ML SUSP. FR 10ML TEUTO  
4005562;PROPRANOLOL 40MG CPR. CX 30 TEUTO       
4005580;ENALAPRIL 10MG CPR. CX 30 LEGRAND       
4005582;CLONAZEPAM 2MG CPR. CX 30 MEDLEY        
4005588;DICLOFENACO DE SODIO 25MG/ML I.M. CX 5 X
4005590;NITROFURANTOINA 100MG CAP. CX 28 TEUTO  
4005593;AZITROMICINA 500MG CO-REV CX 5 TEUTO    
4005594;METOCLOPRAMIDA 4MG GT FR 10ML TEUTO     
4005595;TRAMADOL 50MG CPR. CX 10 TEUTO          
4005596;AZITROMICINA 500MG CO-REV CX 3 TEUTO    
4005598;ACICLOVIR 200 MG 25CP GEN TEUT0         
4005599;RANITIDINA 300MG CO-REV CX 20 TEUTO     
4005603;SEKI GOTAS 15ML (ZAM)                   
4005604;ZOLOFT 50MG 30COMPRIMIDOS C1 (WYT)      
4005606;FENOBARBITAL 40MG GT FR 20ML UQ         
4005607;FENOBARBITAL 100MG CPR. CX 30 UQ        
4005608;AMOXICILINA 250MG/5ML SUSP. FR 60ML TEUT
4005609;CARBAMAZEPINA 200MG CPR. CX 30 UQ       
4005615;ROXFLAN 10MG 30 CP (MRK)                
4005629;PRIMOSISTON ORAL C/30CP (BAY)           
4005630;HISTAMIX 10MG C/12CP (HEB)              
4005631;AKINETON 2MG C/80CP C1 (BAG)            
4005632;YAZ 3MG+0,02MG 24 CP                    
4005640;AMOXICILINA 50MG/ML SUSP. FR 150ML UQ   
4005650;DORFLEX GOTAS 20 ML                     
4005652;DORFLEX 24 CPR                          
4005653;PHARMATON 50+ 90 CAP                    
4005654;PHARMATON 50+ 60 CAP                    
4005655;ACEBROFILINA XPE 10MG ADT 120ML         
4005656;ACULAR LS SOL OFT 0,4% 10ML (ALL)       
4005660;PRESS PLUS 5MG/20MG 60 CP (BLB)         
4005661;ARADOIS H 100/25MG 60CP (BLB)           
4005662;ARADOIS H 100/25MG 30CP (BLB)           
4005663;PRESS PLUS 5MG/10MG 60CAPSULAS (BLB)    
4005664;ARADOIS H 100+25MG 90 CP                
4005665;ARADOIS H 50/12,5MG 60 CP               
4005666;CICLOBENZAPRINA 10 MG C/ 15 CP (EUG)    
4005667;AMOXICILINA-GEN 875+125MG 14 CPR (AC)   
4005668;MAXIFLOX-D POM OFT C/3,5G (LAT)         
4005672;LANELI DHA C/60 caps MEDLEY             
4005674;DISFOR 11G C/30 EV (BLB)                
4005675;FASCIA 11G C/30 SCH (BLB)               
4005676;REVITAM CALCIO 225ML (BLB)              
4005677;FASCIA ABACAXI 11G C/30 SCH (BLB)       
4005678;DISFOR ARTRO LIMAO C/30 SCH 11,5G (BLB) 
4005679;DOISKA 60MCG C/30 CP(BLB)               
4005680;DISFOR C/30 CP (BLB)                    
4005681;RISCARD 500MG C/60 CP (BLB)             
4005682;SINTOMATIC 300MG C/30 CP (BLB)          
4005684;VENULA 200MG C/30CP (BLB)               
4005685;VONAU FLASH 8MG C/10CP (BLB)            
4005686;PANTOGAR NEO C/60CAPS (BLB)             
4005687;XEFO 8MG C/30CP (BLB)                   
4005688;CONTRACTUBEX GEL 20G (BLB)              
4005689;XEFO 8MG C/20CP (BLB)                   
4005690;SARCOPEN 30 SACHES (BLB)                
4005691;TRATURIL 5,631G/8G 1 SACHE (APS)        
4005692;LEVOXIN 750MG 5COMPRIMIDO (ASP)         
4005700;SINTEZYS 150MG 1COMP (BLB)              
4005701;HEIMER 10 MG 30 CP                      
4005710;NOVANLO 5MG 60 CP (BLB)                 
4005712;ALTA D 50.000UI 4CP (EUF)               
4005720;COLIDIS 5ML                             
4005721;ANSITEC 5MG 20CP (LIB)                  
4005722;CALTREN 10MG C/30CP (LIB)               
4005723;CALTREN 20MG C/30CP (LIB)               
4005724;CARDILOL 12,5MG C/60CP (LIB)            
4005725;CARDILOL 25MG C/60CP (LIB)              
4005726;CARDILOL 6,25MG C/60CP (LIB)            
4005727;CEBRALAT 100MG C/60CP (LIB)             
4005728;CEBRALAT 50MG C/60CP (LIB)              
4005729;DIMINUT C/63CP (LIB)                    
4005730;VICK BABY RUB 50G                       
4005732;VICK BABY RUB 12G CX6                   
4005733;TYFLEN 750MG C/50BLX4CP (BTP)           
4005736;COLAGENO HIDROL ORIGINAL 2EM1 30X10G    
4005737;DIFFERIN 0,3% GEL 30G                   
4005738;LEVOXIN 750 MG C/7 CP (ASP)             
4005739;ACICLOVIR CR 10G                        
4005740;TRIMEBUTINA 200MG C/ 60 CP (EUG)        
4005741;PANTOGAR TOP LOCAO ANTIQUEDA 80ML (BLB) 
4005742;ABLOK 50MG C/ 30 CP (BLB)               
4005743;DEPOMES 25MG/ML+5MG/ML C/ 1AP (BLB)     
4005744;NORESTIN 0,35MG C/ 35 CP (BLB)          
4005745;VASOPRIL PLUS 20/12,5MG C/ 30 CP (BLB)  
4005746;FLAGASS GTS 10ML                        
4005747;FOSTAIR HFA SPRAY 120 DOSES (PBM)       
4005751;PEDIALYTE 30 PRO MACA 500ML             
4005752;GLAUB MD 1MG/ML 5ML                     
4005753;PLENANCE 5MG 90CP (LIB)                 
4005760;ELANI 28 3/0,03MG C/84CP (LIB)          
4005761;ELANI CICLO 3/0,03MG C/63CP (LIB)       
4005766;FINALOP 1MG C/30CP (LIB)                
4005767;GESTINOL 30/75MG C/84CP (LIB)           
4005768;IUMI 3MG+0,02MG C/72CP (LIB)            
4005769;IUMI ES 3MG+002MG 30COMPRIMIDOS (LIB)   
4005770;IUMI ES 3MG+002MG 90COMPRIMIDOS (LIB)   
4005771;LIBIAM 1,25MG C/28CP (LIB)              
4005772;LIBIAM 2,5MG C/28CP (LIB)               
